chip_Id	Standard_Deviation	Probe	ds_id	Multi_Mapping	Sample_Type	Expression_Value	Sample_ID	LineGraphGroup	Day
GSM1347856	0.0	A_37_P048125	6385	no	BM MSC hypoxia 0.5% oxygen	1.26585853486	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048125	6385	no	BM MSC normoxia 20% oxygen	2.25188457795	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048125	6385	no	BM MSC normoxia 20% oxygen	1.96995122209	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048125	6385	no	BM MSC normoxia 20% oxygen	1.56807658483	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048126	6385	no	BM MSC hypoxia 0.5% oxygen	2.56923940437	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048126	6385	no	BM MSC hypoxia 0.5% oxygen	3.14906819923	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P048126	6385	no	BM MSC hypoxia 0.5% oxygen	4.28833675604	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048126	6385	no	BM MSC normoxia 20% oxygen	1.60131205082	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048126	6385	no	BM MSC normoxia 20% oxygen	1.52599476472	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048126	6385	no	BM MSC normoxia 20% oxygen	2.38525473603	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048127	6385	no	BM MSC hypoxia 0.5% oxygen	1.98532732787	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048127	6385	no	BM MSC hypoxia 0.5% oxygen	1.25374300817	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P048127	6385	no	BM MSC hypoxia 0.5% oxygen	1.87692404452	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048127	6385	no	BM MSC normoxia 20% oxygen	2.03057761564	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048127	6385	no	BM MSC normoxia 20% oxygen	1.64547091357	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048127	6385	no	BM MSC normoxia 20% oxygen	2.0824235966	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048120	6385	no	BM MSC hypoxia 0.5% oxygen	2.11609811194	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048120	6385	no	BM MSC hypoxia 0.5% oxygen	2.12382108539	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P048120	6385	no	BM MSC hypoxia 0.5% oxygen	1.87692404452	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048120	6385	no	BM MSC normoxia 20% oxygen	1.96995122209	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048120	6385	no	BM MSC normoxia 20% oxygen	2.00226511445	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048120	6385	no	BM MSC normoxia 20% oxygen	1.18654238103	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048121	6385	no	BM MSC hypoxia 0.5% oxygen	2.76043033331	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048121	6385	no	BM MSC hypoxia 0.5% oxygen	1.72979424239	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P048121	6385	no	BM MSC hypoxia 0.5% oxygen	1.54391042238	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048121	6385	no	BM MSC normoxia 20% oxygen	1.96995122209	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048121	6385	no	BM MSC normoxia 20% oxygen	1.72550501371	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048121	6385	no	BM MSC normoxia 20% oxygen	2.32225329942	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P053043	6385	no	BM MSC hypoxia 0.5% oxygen	1.57535415147	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P053043	6385	no	BM MSC hypoxia 0.5% oxygen	2.40940902462	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P053043	6385	no	BM MSC hypoxia 0.5% oxygen	1.50055483094	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P053043	6385	no	BM MSC normoxia 20% oxygen	1.60131205082	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P053043	6385	no	BM MSC normoxia 20% oxygen	1.89122008723	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P053043	6385	no	BM MSC normoxia 20% oxygen	1.02965438272	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P053040	6385	no	BM MSC hypoxia 0.5% oxygen	2.03057761564	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P053040	6385	no	BM MSC hypoxia 0.5% oxygen	1.92630742763	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P053040	6385	no	BM MSC hypoxia 0.5% oxygen	2.12382108539	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P053040	6385	no	BM MSC normoxia 20% oxygen	1.60131205082	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P053040	6385	no	BM MSC normoxia 20% oxygen	1.60536460767	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P053040	6385	no	BM MSC normoxia 20% oxygen	1.87048266473	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049368	6385	no	BM MSC hypoxia 0.5% oxygen	2.43787549494	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049368	6385	no	BM MSC hypoxia 0.5% oxygen	2.23340630173	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049368	6385	no	BM MSC hypoxia 0.5% oxygen	2.76043033331	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049368	6385	no	BM MSC normoxia 20% oxygen	1.76472023728	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049368	6385	no	BM MSC normoxia 20% oxygen	2.00226511445	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049368	6385	no	BM MSC normoxia 20% oxygen	2.38525473603	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048099	6385	no	BM MSC hypoxia 0.5% oxygen	2.26432548734	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048099	6385	no	BM MSC hypoxia 0.5% oxygen	2.23340630173	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P048099	6385	no	BM MSC hypoxia 0.5% oxygen	1.75727285289	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048099	6385	no	BM MSC normoxia 20% oxygen	3.03149634974	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048099	6385	no	BM MSC normoxia 20% oxygen	2.26432548734	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048099	6385	no	BM MSC normoxia 20% oxygen	3.03149634974	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049389	6385	no	BM MSC hypoxia 0.5% oxygen	2.80689137087	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049389	6385	no	BM MSC hypoxia 0.5% oxygen	1.3886163878	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049389	6385	no	BM MSC hypoxia 0.5% oxygen	3.3940901499	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049389	6385	no	BM MSC normoxia 20% oxygen	1.44597671077	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049389	6385	no	BM MSC normoxia 20% oxygen	3.61888540162	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049389	6385	no	BM MSC normoxia 20% oxygen	1.6124235646	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P274491	6385	no	BM MSC hypoxia 0.5% oxygen	2.22307279475	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P274491	6385	no	BM MSC hypoxia 0.5% oxygen	2.10011328941	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P274491	6385	no	BM MSC hypoxia 0.5% oxygen	1.81213602435	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P274491	6385	no	BM MSC normoxia 20% oxygen	2.40940902462	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P274491	6385	no	BM MSC normoxia 20% oxygen	2.24122244939	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P274491	6385	no	BM MSC normoxia 20% oxygen	1.91890305011	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P046992	6385	no	BM MSC hypoxia 0.5% oxygen	4.60338415711	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P046992	6385	no	BM MSC hypoxia 0.5% oxygen	4.07978499558	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P046992	6385	no	BM MSC hypoxia 0.5% oxygen	3.55169350543	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P046992	6385	no	BM MSC normoxia 20% oxygen	3.74875241451	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P046992	6385	no	BM MSC normoxia 20% oxygen	5.04013136923	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P046992	6385	no	BM MSC normoxia 20% oxygen	4.96153044762	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P046991	6385	no	BM MSC hypoxia 0.5% oxygen	1.92630742763	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P046991	6385	no	BM MSC hypoxia 0.5% oxygen	2.73618497197	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P046991	6385	no	BM MSC hypoxia 0.5% oxygen	1.65714095804	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P046991	6385	no	BM MSC normoxia 20% oxygen	1.96995122209	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P046991	6385	no	BM MSC normoxia 20% oxygen	1.56807658483	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P046991	6385	no	BM MSC normoxia 20% oxygen	1.81213602435	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P046990	6385	no	BM MSC hypoxia 0.5% oxygen	1.81213602435	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P046990	6385	no	BM MSC hypoxia 0.5% oxygen	1.80788162649	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P046990	6385	no	BM MSC hypoxia 0.5% oxygen	2.00226511445	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P046990	6385	no	BM MSC normoxia 20% oxygen	1.44597671077	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P046990	6385	no	BM MSC normoxia 20% oxygen	1.44597671077	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P046990	6385	no	BM MSC normoxia 20% oxygen	1.42184427937	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049382	6385	no	BM MSC hypoxia 0.5% oxygen	1.47646604001	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049382	6385	no	BM MSC hypoxia 0.5% oxygen	2.10011328941	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049382	6385	no	BM MSC hypoxia 0.5% oxygen	2.00226511445	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049382	6385	no	BM MSC normoxia 20% oxygen	1.71825624896	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049382	6385	no	BM MSC normoxia 20% oxygen	2.19974468441	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049382	6385	no	BM MSC normoxia 20% oxygen	1.75727285289	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049381	6385	no	BM MSC hypoxia 0.5% oxygen	1.87692404452	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049381	6385	no	BM MSC hypoxia 0.5% oxygen	2.10011328941	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049381	6385	no	BM MSC hypoxia 0.5% oxygen	2.26432548734	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049381	6385	no	BM MSC normoxia 20% oxygen	2.25188457795	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049381	6385	no	BM MSC normoxia 20% oxygen	1.49355454873	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049381	6385	no	BM MSC normoxia 20% oxygen	1.81213602435	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049380	6385	no	BM MSC hypoxia 0.5% oxygen	2.43787549494	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049380	6385	no	BM MSC hypoxia 0.5% oxygen	2.62337147838	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049380	6385	no	BM MSC hypoxia 0.5% oxygen	1.94327273936	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049380	6385	no	BM MSC normoxia 20% oxygen	4.43470372645	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049380	6385	no	BM MSC normoxia 20% oxygen	2.19974468441	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049380	6385	no	BM MSC normoxia 20% oxygen	3.03149634974	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048095	6385	no	BM MSC hypoxia 0.5% oxygen	2.51325689731	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048095	6385	no	BM MSC hypoxia 0.5% oxygen	1.44203080995	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P048095	6385	no	BM MSC hypoxia 0.5% oxygen	2.07472599088	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P048095	6385	no	BM MSC normoxia 20% oxygen	1.81213602435	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P048095	6385	no	BM MSC normoxia 20% oxygen	1.44597671077	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P048095	6385	no	BM MSC normoxia 20% oxygen	1.91890305011	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049385	6385	no	BM MSC hypoxia 0.5% oxygen	2.11609811194	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049385	6385	no	BM MSC hypoxia 0.5% oxygen	3.03910725683	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049385	6385	no	BM MSC hypoxia 0.5% oxygen	2.12382108539	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049385	6385	no	BM MSC normoxia 20% oxygen	3.50574479896	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049385	6385	no	BM MSC normoxia 20% oxygen	2.12382108539	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049385	6385	no	BM MSC normoxia 20% oxygen	3.15642934162	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P049384	6385	no	BM MSC hypoxia 0.5% oxygen	2.26432548734	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P049384	6385	no	BM MSC hypoxia 0.5% oxygen	1.47646604001	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P049384	6385	no	BM MSC hypoxia 0.5% oxygen	2.12382108539	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P049384	6385	no	BM MSC normoxia 20% oxygen	1.41141814763	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P049384	6385	no	BM MSC normoxia 20% oxygen	1.64547091357	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P049384	6385	no	BM MSC normoxia 20% oxygen	1.6124235646	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050770	6385	yes	BM MSC hypoxia 0.5% oxygen	1.87692404452	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050770	6385	yes	BM MSC hypoxia 0.5% oxygen	1.84032614892	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050770	6385	yes	BM MSC hypoxia 0.5% oxygen	1.50055483094	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050770	6385	yes	BM MSC normoxia 20% oxygen	2.51325689731	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050770	6385	yes	BM MSC normoxia 20% oxygen	1.2593366723	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050770	6385	yes	BM MSC normoxia 20% oxygen	2.02610189456	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050771	6385	no	BM MSC hypoxia 0.5% oxygen	1.22256064327	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050771	6385	no	BM MSC hypoxia 0.5% oxygen	1.72979424239	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050771	6385	no	BM MSC hypoxia 0.5% oxygen	2.00226511445	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050771	6385	no	BM MSC normoxia 20% oxygen	1.81213602435	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050771	6385	no	BM MSC normoxia 20% oxygen	1.76472023728	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050771	6385	no	BM MSC normoxia 20% oxygen	1.81213602435	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050773	6385	no	BM MSC hypoxia 0.5% oxygen	1.47646604001	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050773	6385	no	BM MSC hypoxia 0.5% oxygen	1.80788162649	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050773	6385	no	BM MSC hypoxia 0.5% oxygen	2.07472599088	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050773	6385	no	BM MSC normoxia 20% oxygen	1.89122008723	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050773	6385	no	BM MSC normoxia 20% oxygen	1.84032614892	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050773	6385	no	BM MSC normoxia 20% oxygen	1.6124235646	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050774	6385	no	BM MSC hypoxia 0.5% oxygen	1.87692404452	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050774	6385	no	BM MSC hypoxia 0.5% oxygen	2.03057761564	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050774	6385	no	BM MSC hypoxia 0.5% oxygen	1.94327273936	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050774	6385	no	BM MSC normoxia 20% oxygen	1.41141814763	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050774	6385	no	BM MSC normoxia 20% oxygen	2.19974468441	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050774	6385	no	BM MSC normoxia 20% oxygen	2.02610189456	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050775	6385	no	BM MSC hypoxia 0.5% oxygen	1.87692404452	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050775	6385	no	BM MSC hypoxia 0.5% oxygen	1.70665999756	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050775	6385	no	BM MSC hypoxia 0.5% oxygen	2.00226511445	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050775	6385	no	BM MSC normoxia 20% oxygen	2.11609811194	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050775	6385	no	BM MSC normoxia 20% oxygen	1.92630742763	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050775	6385	no	BM MSC normoxia 20% oxygen	2.56923940437	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050778	6385	no	BM MSC hypoxia 0.5% oxygen	2.26432548734	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050778	6385	no	BM MSC hypoxia 0.5% oxygen	2.83004056934	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050778	6385	no	BM MSC hypoxia 0.5% oxygen	2.42629262052	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050778	6385	no	BM MSC normoxia 20% oxygen	2.83004056934	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050778	6385	no	BM MSC normoxia 20% oxygen	2.43787549494	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050778	6385	no	BM MSC normoxia 20% oxygen	2.25188457795	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P050779	6385	no	BM MSC hypoxia 0.5% oxygen	1.30343249882	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P050779	6385	no	BM MSC hypoxia 0.5% oxygen	1.15088625537	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P050779	6385	no	BM MSC hypoxia 0.5% oxygen	1.54391042238	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P050779	6385	no	BM MSC normoxia 20% oxygen	2.91096067141	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P050779	6385	no	BM MSC normoxia 20% oxygen	1.89122008723	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P050779	6385	no	BM MSC normoxia 20% oxygen	2.12382108539	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P270688	6385	no	BM MSC hypoxia 0.5% oxygen	2.40439793388	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P270688	6385	no	BM MSC hypoxia 0.5% oxygen	1.92630742763	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P270688	6385	no	BM MSC hypoxia 0.5% oxygen	1.81213602435	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P270688	6385	no	BM MSC normoxia 20% oxygen	2.11609811194	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P270688	6385	no	BM MSC normoxia 20% oxygen	1.64547091357	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P270688	6385	no	BM MSC normoxia 20% oxygen	1.91890305011	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P046970	6385	no	BM MSC hypoxia 0.5% oxygen	1.09900145392	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P046970	6385	no	BM MSC hypoxia 0.5% oxygen	1.22256064327	hypoxic rep 2	NULL	NULL
GSM1347856	0.0	A_37_P046970	6385	no	BM MSC hypoxia 0.5% oxygen	1.26585853486	hypoxic rep 3	NULL	NULL
GSM1347857	0.0	A_37_P046970	6385	no	BM MSC normoxia 20% oxygen	1.76472023728	normoxic rep 1	NULL	NULL
GSM1347858	0.0	A_37_P046970	6385	no	BM MSC normoxia 20% oxygen	1.80788162649	normoxic rep 2	NULL	NULL
GSM1347859	0.0	A_37_P046970	6385	no	BM MSC normoxia 20% oxygen	1.91890305011	normoxic rep 3	NULL	NULL
GSM1347854	0.0	A_37_P048136	6385	no	BM MSC hypoxia 0.5% oxygen	1.76472023728	hypoxic rep 1	NULL	NULL
GSM1347855	0.0	A_37_P048136	6385	no	BM MSC hypoxia 0.5% oxygen	1.41800632018	hypoxic rep 2	NULL	NULL
